CDBETCOND; BTWBEREKENEN; BEDRAGBTW; BTWAANGEPAST; CDBTW; CDAANMANEN; CDDAGBOEK; CDDEBITEUR; FACTSALDO; FACTDATUM; FACTNUMMER; PERIODE
14;J;81,06;N;2;J;80;D00004;467,06;11-09-2022;2022086;9;
14;J;136,08;N;2;J;80;D00001;784,08;11-09-2022;2022087;9;
14;J;161,07;N;2;J;80;D00003;928,07;11-09-2022;2022088;9;
14;J;34,44;N;2;J;80;D00004;198,44;11-09-2022;2022089;9;
14;J;76,965;N;2;J;80;D00028;443,465;15-09-2022;2022090;9;
14;J;251,16;N;2;J;80;D00001;1447,16;15-09-2022;2022091;9;
14;J;154,98;N;2;J;80;D00003;892,98;15-09-2022;2022092;9;
14;J;233,625;N;2;J;80;D00005;1346,125;15-09-2022;2022093;9;
14;J;212,625;N;2;J;80;D00006;1225,125;15-09-2022;2022094;9;
14;J;229,299;N;2;J;80;D00007;1321,199;25-09-2022;2022095;9;
14;J;82,11;N;2;J;80;D00003;473,11;25-09-2022;2022096;9;
14;J;911,3685;N;2;J;80;D00022;5251,2185;25-09-2022;2022097;9;
14;J;102,06;N;2;J;80;D00002;588,06;05-10-2022;2022098;10;
14;J;411,894;N;2;J;80;D00037;2373,294;05-10-2022;2022099;10;
14;J;77,28;N;2;J;80;D00001;445,28;05-10-2022;2022100;10;
14;J;16,0125;N;2;J;80;D00038;92,2625;07-10-2022;2022101;10;
14;J;36,8496;N;2;J;80;D00007;254,2896;07-10-2022;2022102;10;
14;J;1,323;N;2;J;80;D00007;16,023;07-10-2022;2022104;10;
14;J;67,6725;N;2;J;80;D00037;389,9225;09-10-2022;2022103;10;
14;J;8,61;N;2;J;80;D00037;49,61;10-10-2022;2022105;10;
14;J;77,28;N;2;J;80;D00003;445,28;10-10-2022;2022106;10;
14;J;80,3985;N;2;J;80;D00023;463,2485;14-10-2022;2022107;10;
14;J;171,948;N;2;J;80;D00001;990,748;06-11-2022;2022108;11;
14;J;48,195;N;2;J;80;D00039;277,695;06-11-2022;2022109;11;
14;J;98,175;N;2;J;80;D00014;565,675;06-11-2022;2022110;11;
14;J;143,6925;N;2;J;80;D00003;827,9425;06-11-2022;2022111;11;
14;J;725,0355;N;2;J;80;D00040;4177,5855;06-11-2022;2022112;11;
14;J;20,265;N;2;J;80;D00041;116,765;06-11-2022;2022113;11;
14;J;503,958;N;2;J;80;D00040;2903,758;06-11-2022;2022114;11;
14;J;11,025;N;2;J;80;D00005;63,525;06-11-2022;2022115;11;
14;J;11,025;N;2;J;80;D00006;63,525;06-11-2022;2022116;11;
14;J;458,5875;N;2;J;80;D00010;2642,3375;21-11-2022;2022117b;11;
14;J;13,23;N;2;J;80;D00007;76,23;27-11-2022;2022118;11;
14;J;189,4725;N;2;J;80;D00007;1091,7225;17-12-2022;2022119;12;
14;J;90,5625;N;2;J;80;D00001;521,8125;17-12-2022;2022120;12;
14;J;164,64;N;2;J;80;D00003;948,64;17-12-2022;2022121;12;
14;J;128,2575;N;2;J;80;D00037;739,0075;20-12-2022;2022122;12;
14;J;1935,273;N;2;J;80;D00004;13042,973;20-12-2022;2022123;12;
14;J;213,5574;N;2;J;80;D00042;1230,4974;27-12-2022;2022124;12;
14;J;38,64;N;2;J;80;D00001;222,64;27-12-2022;2022125;12;
14;J;50,715;N;2;J;80;D00003;292,215;27-12-2022;2022126;12;
14;J;151,62;N;2;J;80;D00003;873,62;14-01-2023;2023001;1;
14;J;456,75;N;2;J;80;D00008;2631,75;14-01-2023;2023002;1;
14;J;230,58;N;2;J;80;D00043;1328,58;14-01-2023;2023003;1;
14;J;38,64;N;2;J;80;D00001;222,64;14-01-2023;2023004;1;
14;J;45,0912;N;2;J;80;D00007;259,8112;14-01-2023;2023005;1;
14;J;182,9625;N;2;J;80;D00014;1054,2125;29-01-2023;2023006;1;
14;J;1481,8392;N;2;J;80;D00042;8915,3592;29-01-2023;2023007;1;
14;J;277,3575;N;2;J;80;D00008;1598,1075;29-01-2023;2023008;1;
14;J;49,812;N;2;J;80;D00041;287,012;30-01-2023;2023009;1;
14;J;194,46;N;2;J;80;D00040;1120,46;11-02-2023;2023010;2;
14;J;229,425;N;2;J;80;D00003;1321,925;11-02-2023;2023011;2;
14;J;108,675;N;2;J;80;D00001;626,175;11-02-2023;2023012;2;
14;J;144,48;N;2;J;80;D00037;832,48;21-02-2023;2023014;2;
14;J;171,57;N;2;J;80;D00008;988,57;21-02-2023;2023013;2;
14;J;49,0875;N;2;J;80;D00014;282,8375;21-02-2023;2023015;2;
14;J;18,9;N;2;J;80;D00010;108,9;24-02-2023;2023016;2;
14;J;607,152;N;2;J;80;D00018;3498,352;24-02-2023;2023017;2;
14;J;419,58;N;2;J;80;D00018;2417,58;24-02-2023;2023018;2;
14;J;275,478;N;2;J;80;D00001;1587,278;24-02-2023;2023019;2;
14;J;1164,1518;N;2;J;80;D00015;6707,7318;28-02-2023;2023020;2;
14;J;75,516;N;2;J;80;D00025;435,116;09-03-2023;2023021;3;
14;J;115,92;N;2;J;80;D00001;667,92;12-03-2023;2023022;3;
14;J;154,56;N;2;J;80;D00003;890,56;12-03-2023;2023023;3;
14;J;32,382;N;2;J;80;D00044;186,582;12-03-2023;2023024;3;
14;J;84,8925;N;2;J;80;D00007;489,1425;12-03-2023;2023025;3;
14;J;360,4902;N;2;J;80;D00022;2077,1102;28-03-2023;2023026;3;
14;J;1754,403;N;2;J;80;D00045;10108,703;28-03-2023;2023027;3;
14;J;67,3239;N;2;J;80;D00042;387,9139;06-04-2023;2023028;4;
14;J;223,5597;N;2;J;80;D00001;1288,1297;06-04-2023;2023029;4;
14;J;107,415;N;2;J;80;D00008;618,915;06-04-2023;2023030;4;
14;J;382,8375;N;2;J;80;D00046;2831,5875;07-04-2023;2023031;4;
14;J;250,95;N;2;J;80;D00022;1445,95;07-04-2023;2023032;4;
14;J;181,086;N;2;J;80;D00015;1120,486;07-04-2023;2023033;4;
14;J;168,735;N;2;J;80;D00003;972,235;07-04-2023;2023034;4;
14;J;194,3724;N;2;J;80;D00047;1260,7324;10-04-2023;2023035;4;
14;J;37,5375;N;2;J;80;D00014;216,2875;21-04-2023;2023036;4;
14;J;233,3745;N;2;J;80;D00048;1397,4245;21-04-2023;2023037;4;
14;J;129,3915;N;2;J;80;D00046;745,5415;21-04-2023;2023038;4;
14;J;60,2175;N;2;J;80;D00007;346,9675;21-04-2023;2023039;4;
14;J;125,7825;N;2;J;80;D00047;745,0325;21-04-2023;2023040;4;
14;J;118,8075;N;2;J;80;D00001;684,5575;25-04-2023;2023041;4;
14;J;109,1895;N;2;J;80;D00003;629,1395;25-04-2023;2023042;4;
14;J;292,215;N;2;J;80;D00001;1683,715;30-04-2023;2023043;4;
14;J;149,73;N;2;J;80;D00003;862,73;30-04-2023;2023044;4;
14;J;150,15;N;2;J;80;D00049;885,15;30-04-2023;2023045;4;
14;J;80,85;N;2;J;80;D00050;465,85;13-05-2023;2023046;5;
14;J;189,5775;N;2;J;80;D00001;1092,3275;13-05-2023;2023048;5;
14;J;103,4775;N;2;J;80;D00003;596,2275;13-05-2023;2023049;5;
14;J;6,867;N;2;J;80;D00001;39,567;13-05-2023;2023050;5;
14;J;27,4575;N;2;J;80;D00010;158,2075;13-05-2023;2023051;5;
14;J;39,375;N;2;J;80;D00005;226,875;13-05-2023;2023052;5;
14;J;34,125;N;2;J;80;D00006;196,625;13-05-2023;2023053;5;
14;J;14,8386;N;2;J;80;D00008;85,4986;21-05-2023;2023054;5;
14;J;14,8386;N;2;J;80;D00051;85,4986;21-05-2023;2023055;5;
14;J;14,8386;N;2;J;80;D00053;85,4986;21-05-2023;2023056;5;
14;J;14,8386;N;2;J;80;D00052;85,4986;21-05-2023;2023057;5;
14;J;16,2945;N;2;J;80;D00007;197,3445;21-05-2023;2023058;5;
14;J;145,833;N;2;J;80;D00010;929,533;21-05-2023;2023059;5;
14;J;165,48;N;2;J;80;D00054;953,48;25-05-2023;2023064;5;
14;J;184,7475;N;2;J;80;D00007;1064,4975;25-05-2023;2023047;5;
14;J;83,9775;N;2;J;80;D00007;544,7275;25-05-2023;2023060;5;
14;J;250,329;N;2;J;80;D00049;1516,429;25-05-2023;2023061;5;
14;J;10,8675;N;2;J;80;D00001;62,6175;25-05-2023;2023062;5;
14;J;49,56;N;2;J;80;D00003;285,56;25-05-2023;2023063;5;
14;J;1803,19104;N;2;J;80;D00055;10389,81504;01-06-2023;2023065;6;
14;J;28,2975;N;2;J;80;D00001;163,0475;01-06-2023;2023066;6;
14;J;370,398;N;2;J;80;D00007;2134,198;11-06-2023;2023067;6;
14;J;124,32;N;2;J;80;D00036;716,32;11-06-2023;2023068;6;
14;J;55,545;N;2;J;80;D00001;320,045;11-06-2023;2023069;6;
14;J;71,2425;N;2;J;80;D00003;410,4925;11-06-2023;2023070;6;
14;J;14,4375;N;2;J;80;D00006;83,1875;11-06-2023;2023071;6;
14;J;284,90952;N;2;J;80;D00056;1641,62152;11-06-2023;2023072;6;
14;J;280,56;N;2;J;80;D00055;1616,56;11-06-2023;2023073;6;
14;J;143,577;N;2;J;80;D00057;827,277;02-07-2023;2023074;7;
14;J;43,995;N;2;J;80;D00001;253,495;02-07-2023;2023075;7;
14;J;216,93;N;2;J;80;D00003;1249,93;02-07-2023;2023076;7;
14;J;305,1825;N;2;J;80;D00007;1758,4325;02-07-2023;2023077;7;
14;J;109,725;N;2;J;80;D00004;632,225;02-07-2023;2023078;7;
14;J;15,75;N;2;J;80;D00006;90,75;02-07-2023;2023079;7;
14;J;112,455;N;2;J;80;D00007;647,955;13-07-2023;2023080;7;
14;J;107,1;N;2;J;80;D00014;617,1;13-07-2023;2023081;7;
14;J;53,7075;N;2;J;80;D00009;309,4575;13-07-2023;2023082;7;
14;J;330,9225;N;2;J;80;D00036;2036,5725;13-07-2023;2023083;7;
14;J;6,93;N;2;J;80;D00003;39,93;13-07-2023;2023084;7;
14;J;101,8353;N;2;J;80;D00007;586,7653;14-07-2023;2023085;7;
14;J;0;N;2;J;80;D00058;218,93;17-07-2023;2023086;7;
14;J;221,13;N;2;J;80;D00059;1416,13;17-07-2023;2023087;7;
14;J;715,4208;N;2;J;80;D00022;4130,3008;23-07-2023;2023088;7;
14;J;138,6525;N;2;J;80;D00007;798,9025;30-07-2023;2023089;7;
14;J;82,935;N;2;J;80;D00060;660,435;30-07-2023;2023090;7;
14;J;198,135;N;2;J;80;D00001;1141,635;30-07-2023;2023091;7;
14;J;60,375;N;2;J;80;D00003;347,875;30-07-2023;2023092;7;
14;J;32,2875;N;2;J;80;D00001;186,0375;31-07-2023;2023093;7;
14;J;251,265;N;2;J;80;D00025;1447,765;31-07-2023;2023094;7;
14;J;1260;N;2;J;80;D00061;7260;04-08-2023;2023095;8;
14;J;58,17;N;2;J;80;D00007;335,17;11-08-2023;2023096;8;
14;J;172,305;N;2;J;80;D00003;992,805;20-08-2023;2023097;8;
14;J;185,955;N;2;J;80;D00001;1071,455;20-08-2023;2023098;8;
14;J;49,875;N;2;J;80;D00005;287,375;20-08-2023;2023099;8;
14;J;57,75;N;2;J;80;D00006;332,75;20-08-2023;2023100;8;
14;J;66,78;N;2;J;80;D00007;384,78;20-08-2023;2023101;8;
14;J;154,35;N;2;J;80;D00014;889,35;20-08-2023;2023102;8;
14;J;57,645;N;2;J;80;D00025;332,145;20-08-2023;2023103;8;
14;J;361,9539;N;2;J;80;D00018;2085,5439;20-08-2023;2023104;8;
14;J;22,785;N;2;J;80;D00056;131,285;20-08-2023;2023105;8;
14;J;146,4225;N;2;J;80;D00036;843,6725;20-08-2023;2023106;8;
14;J;90,195;N;2;J;80;D00043;519,695;20-08-2023;2023107;8;
14;J;501,9;N;2;J;80;D00063;2891,9;13-09-2023;2023108;9;
14;J;135,66;N;2;J;80;D00046;781,66;26-08-2023;2023109;8;
14;J;93,276;N;2;J;80;D00062;929,676;26-08-2023;2023110;8;
14;J;47,6475;N;2;J;80;D00007;335,3975;09-09-2023;2023111;9;
14;J;38,64;N;2;J;80;D00003;222,64;09-09-2023;2023112;9;
14;J;137,97;N;2;J;80;D00001;794,97;09-09-2023;2023113;9;
14;J;80,85;N;2;J;80;D00021;465,85;13-09-2023;2023114;9;
14;J;77,7;N;2;J;80;D00001;447,7;13-09-2023;2023115;9;
14;J;9,7125;N;2;J;80;D00018;55,9625;13-09-2023;2023116;9;
14;J;170,94;N;2;J;80;D00064;984,94;19-09-2023;2023117;9;
14;J;131,808;N;2;J;80;D00007;869,008;19-09-2023;2023118;9;
14;J;18,7425;N;2;J;80;D00043;107,9925;19-09-2023;2023119;9;
14;J;303,468;N;2;J;80;D00049;1898,668;19-09-2023;2023120;9;
14;J;64,68;N;2;J;80;D00025;372,68;19-09-2023;2023121;9;
14;J;189;N;2;J;80;D00003;1089;21-09-2023;2023122;9;
14;J;94,5;N;2;J;80;D00001;544,5;21-09-2023;2023123;9;
14;J;35,91;N;2;J;80;D00007;206,91;01-10-2023;2023124;10;
14;J;93,03;N;2;J;80;D00037;536,03;06-10-2023;2023125;10;
14;J;448,875;N;2;J;80;D00001;2586,375;06-10-2023;2023126;10;
14;J;136,08;N;2;J;80;D00006;784,08;06-10-2023;2023127;10;
14;J;170,1;N;2;J;80;D00005;980,1;06-10-2023;2023128;10;
14;J;97,125;N;2;J;80;D00003;559,625;06-10-2023;2023129;10;
14;J;62,16;N;2;J;80;D00007;358,16;12-10-2023;2023130;10;
14;J;120,435;N;2;J;80;D00065;693,935;23-10-2023;2023131;10;
14;J;207,8025;N;2;J;80;D00049;1319,0525;23-10-2023;2023132;10;
14;J;468,3;N;2;J;80;D00043;2698,3;23-10-2023;2023133;10;
14;J;758,022;N;2;J;80;D00007;4379,822;29-10-2023;2023134;10;
14;J;7,875;N;2;J;80;D00001;45,375;29-10-2023;2023135;10;
14;J;126;N;2;J;80;D00003;726;29-10-2023;2023136;10;
14;J;19,677;N;2;J;80;D00001;113,377;30-10-2023;2023137;10;
14;J;332,9235;N;2;J;80;D00037;1918,2735;02-11-2023;2023138;11;
14;J;7,77;N;2;J;80;D00007;44,77;02-11-2023;2023140;11;
14;J;47,25;N;2;J;80;D00066;272,25;07-11-2023;2023141;11;
14;J;96,075;N;2;J;80;D00001;553,575;13-11-2023;2023142;11;
14;J;235,9875;N;2;J;80;D00003;1359,7375;13-11-2023;2023143;11;
14;J;300,51;N;2;J;80;D00036;1731,51;13-11-2023;2023144;11;
14;J;48,825;N;2;J;80;D00014;281,325;13-11-2023;2023145;11;
14;J;62,16;N;2;J;80;D00007;358,16;13-11-2023;2023146;11;
14;J;261,975;N;2;J;80;D00007;1509,475;26-11-2023;2023147;11;
14;J;100,8;N;2;J;80;D00014;580,8;26-11-2023;2023148;11;
14;J;80,6925;N;2;J;80;D00026;464,9425;26-11-2023;2023149;11;
14;J;193,2;N;2;J;80;D00003;1113,2;03-12-2023;2023150;12;
14;J;102,375;N;2;J;80;D00001;589,875;03-12-2023;2023151;12;
14;J;58,59;N;2;J;80;D00007;337,59;03-12-2023;2023152;12;
14;J;131,25;N;2;J;80;D00023;756,25;14-12-2023;2023153;12;
14;J;61,95;N;2;J;80;D00036;356,95;14-12-2023;2023154;12;
14;J;130,095;N;2;J;80;D00004;749,595;14-12-2023;2023155;12;
14;J;262,3425;N;2;J;80;D00007;1511,5925;21-12-2023;2023156;12;
14;J;78,75;N;2;J;80;D00001;453,75;21-12-2023;2023157;12;
14;J;819,315;N;2;J;80;D00037;4720,815;25-12-2023;2023158;12;
14;J;40,6875;N;2;J;80;D00003;234,4375;25-12-2023;2023159;12;
